,reviewTitle,reviewContent,rating,label,clean_teks
95534,dijamin asli,macbook pertama dan barang dijamin asli. hanya saja pengemasan/pengepakan untuk pengiriman barang hanya menggunakan kardus dan bubble wrap sehingga sangat beresiko. takut kenapa2 aja barangnya soalnya barang elektronik dan mahal buat saya tapi packingnya cuma kardus. untung aja dalemnya ga kenapa2 cz kardus luarnya udah lumayan penyok,5,1,macbook barang jamin asli emas epak kirim barang kardus bubble wrap resiko takut barang barang elektronik mahal packingnya kardus untung dalem cz kardus luar lumayan penyok
95535,Aman Membeli Produk Apple di Lazada,"Membeli laptop Macbook online butuh kesabaran, research, dan doa. Banyak yang menawarkan tapi dengan kesabaran dan ketepatan, kita tidak akan menyesal setelah membeli. Saya menunggu sekitar 2 bulan untuk membeli Macbook 2017 dengan me-research berbagai situs penjualan online dan bertanya dengan teman. Banyak yang menyarankan untuk membeli di situs belanja ini dan itu. Selama dua bulan saya menunggu dan memerhatikan berbagai situs belanja. Tapi, begitu Lazada mengumumkan dirinya sebagai APPLE OFFICIAL STORE, saya yakin bahwa LAZADA adalah situs yang tepat untuk membeli produk Macintosh. Laptop yang saya beli diterima 6 hari setelah pemesanan dengan packaging yang sangat baik. Produknya sendiri berjalan dengan baik tidak kurang satu apapun. Terima kasih LAZADA. Saya puas berbelanja di situs ini.",5,1,beli laptop macbook online butuh sabar research doa tawar sabar tepat sesal beli tunggu beli macbook me research situs jual online teman saran beli situs belanja tunggu perhati situs belanja lazada umum apple official store lazada situs beli produk macintosh laptop beli terima mesan packaging produk jalan apa terima kasih lazada puas belanja situs
95537,Pengiriman terlambat,"Mohon pengembalian ongkos kirim Rp 10.000,- same-day service, karena barang saya terima terlambat. Terimakasih.",3,0,mohon kembali ongkos kirim rupiah same servis barang terima lambat terimakasih
95538,yaaa datangnya sih laptop,saya sudah dua kali ini beli laptop asus di lazada dan dua-dua nya mati yang ini baru dipake blm ada seminggu udah mati aja jd harus dibawa ke service center nya! yang pertama setelah 2bulan mati dibawa ke SC dan menginap selama 2bulan baru dipulangkan bagusnya sih komp saya diganti mesinnya dalam hal ini asus cukup bertanggungjawab tapi 2bulan lhoo  ga kerja dua bulan yak! setelah dua kali ini saya rasa bukan suatu ketidaksengajaan deh entah produk asus nya atau lazada nya,2,0,kali beli laptop asus lazada nya mati pakai minggu mati bawa servis center nya mati bawa sc inap pulang bagus sih komp ganti mesin asus bertanggungjawab lhoo kerja yak kali ketidaksengajaan deh produk asus nya lazada nya
95539,Barang ok,packing rapi barang ok,4,1,packing rapi barang ok
95540,asus,Barang bagus....,5,1,barang bagus
95541,Good,"Pengiriman cepat,  sesuai deskripsi dan kurirnya sangat  informatif,  thx lazada",5,1,kirim cepat sesuai deskripsi kurir informatif terimakasih lazada
95543,Barang sesuai,Pengiriman sesuai etimati waktu. Barang bagus. Pengepakan tapi ... Good laah,4,1,kirim sesuai etimati barang bagus epak good laah
95551,Laptop HP,"Pengiriman tidak sesuai waktunya, laptopnya harus update OS nya dulu, dapat Office 365 trial 1 bulan",3,0,kirim sesuai laptop update os nya office trial
95552,Laptop Hp,Ok ... Bagua,4,1,ok bagua
95599,Bagus banget,Pengiriman ny sngt cpat tgl 20 pesan tgl 21 jam 11 siang dtng.barang bagus dan memuaskan.tanks Lazada...,5,1,kirim ny cpat tanggal pesan tanggal jam siang dtng barang bagus muas terimakasih lazada
95600,ichiko,"Makasih barang sudah sampai dari kemarin proses pengiriman cepat 2 hari sudah sampai. kondisi barang istimewa pengepakan rapi,  moga2 barangnya awet.",5,1,terimakasih barang kemarin proses kirim cepat kondisi barang istimewa epak rapi moga barang awet
95602,Pesanan # 3424257566,Kecewa belanja disini sampai sekarang barang belum saya terima,1,0,kecewa belanja barang terima
95603,sesuai harga,suara nya ituloh ga nahaaaaaaaaaaaaaaaan wkkwkwkwk,3,0,suara nya ituloh nahaaaaaaaaaaaaaaaan wkkwkwkwk
95605,TV LED Merk Ichiko 32 Inch,Barang dalam kondisi bagus 👍,4,1,barang kondisi bagus
95606,Bagus,Barang oke dan murah meriah 😃,5,1,barang oke murah riah
95609,bagus dan cepat,barang bagus sesuai gambar dan pengiriman cepat,4,1,barang bagus sesuai gambar kirim cepat
95621,kecewa,"monitor rusak, bingung dgn aplikasi lazada di hp android, ribet",1,0,monitor rusak bingung aplikasi lazada hp android ribet
95623,Samsung Full HD Digital Smart Led TV 43 Inch,Barang ok sesuai pesanan ... smart tv digital ... cuma perlu perbaikan di pengiriman lbh cepat meskipun lg byk order agar tdk mengecewakan konsumen,5,1,barang ok sesuai pesan smart televisi digital baik kirim cepat order kecewa konsumen
95632,Kurang teliti,"Pengiriman cepat, cuma agak kecewa di belakangnya ga ada USB nya, belinya saya kurang teliti. Kalo di tukar bisa ga ya baru sehari kok.",2,0,kirim cepat kecewa belakang usb nya beli teliti tukar ya hari
95633,Packing tidak layak,"Barang tidak di packing dngn layak, alhasil barang/tv sampai dngn kondisi layar led rusak parah(pecah) dan tdk dapat digunakan lagi.",1,0,barang packing layak alhasil barang televisi kondisi layar led rusak parah pecah
95634,TV LED Sharp 32 inch.,Bersama ini saya ingin membagi pengalaman saya bahwa pesanan TV Led cukup memuaskan dan pengiriman juga relatif tetap waktu...Trims,5,1,bagi alam pesan televisi led muas kirim relatif trims
95635,baik,"bagus ,pengiriman cepat,, Trmksh,semoga awet",5,1,bagus kirim cepat trmksh moga awet
95640,Pengiriman Cepat,"Pengiriman cepat sesuai tgl prediksi pada keterangan, alat berfungsi, saya bingung untuk standeenya dapet darimana dan gimana sistem garansinya karna di dlm box ga ada kartu garansinya",4,1,kirim cepat sesuai tanggal prediksi terang alat fungsi bingung standeenya dapet darimana sistem garansi box kartu garansi
95641,Recommended seller,"Good packing, fast delivery and good product for good price",5,1,good packing fast delivery and good produk good harga
95643,Puas dengan layanannya,Barang yang datang sesuai dg pesanan... siiip Fitur yang ada berfungsi dg baik..,4,1,barang sesuai pesan siiip fitur fungsi
95644,ELITE HP DITERIMA DG BAIK & CEPAT,Barang OK Sesuai Spec....Terima kasih !!!,4,1,barang ok sesuai spec terima kasih
95645,Di order ya Gan/sist.,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
95648,proses pengiriman tertunda,"pengiriman tertahan di bandara. akhirnya via jalur darat. baru bisa diambil di depo JNE 6 hari setelah pemesanan. setelah diuji sekilas, kualitas ok. mudah2an tidak ada cacat setelah dipakai intensif",4,1,kirim tahan bandara via jalur darat ambil depo jne mesan uji kilas kualitas ok mudah cacat pakai intensif
95649,ThinkPad 11e5V00,lumayan okey barang bagus tapi tdk dapat tas and mouse.....,3,0,lumayan okey barang bagus tas and mouse
95713,.,Maksih tv udah nyampek bagus.. pesen pagi sore datang,5,1,terimakasih televisi nyampek bagus pesan pagi sore
95724,Packing Ok,Barang normal...Ok,3,0,barang normal ok
95729,Pas,Sesuai pesanan.. Trima kasih.,4,1,sesuai pesan trima kasih
95731,Packing,"Packing rapih ,respown juga baik,makasih gan barang mendarat dengan mulus :D",5,1,packing rapih respown terimakasih juragan barang darat mulus d
95738,TOP,Good,5,1,good
95759,sipp tks gan barangnya sudah sampai.. semoga bermanfaat dan awet ya,tks gan barang lgsg d pakai semoga awet & bermanfaat,5,1,terimakasih juragan barang langsung d pakai moga awet manfaat
95760,mantap,sesuai deskripsi semoga awet,5,1,sesuai deskripsi moga awet
95789,kecewa,"digambar nya ada 2 speker kiri kanan,tp setelah sampai batang speker nya ko gk ada,harus nya klu hk ada di gambar nya juga jngn ada gambar sepeker dong",1,0,gambar nya speker kiri kanan batang speker nya ko nya hk gambar nya jngn gambar sepeker
95810,BARANG RETAK dan kemana harus dikembalikan,barang retak tiba di rumah,1,0,barang retak rumah
95814,auto off tidak berfungsi,kemasan dan tampilan bagus tapi fitur auto off tidak berfungsi,3,0,kemas tampil bagus fitur auto off fungsi
95817,TOP,Cepat sampai...barang sesuai pesanan..KereNs..tks,5,1,cepat barang sesuai pesan kerens terimakasih
95818,top,barang bagus respon cepat  mksh,5,1,barang bagus respon cepat terimakasih
95820,packing baik,recomended seller,5,1,recomended jual
95844,Top,cakep,5,1,cakep
95854,"alhamdulillah paket sudah datang cpt bgt, pesen hari jum'at senin sudah datang, horee...","barang nya bagus gada lecet sama sekali  packing rapih kurir nya juga ramah,  makasih lazada,,",5,1,barang nya bagus lecet packing rapih kurir nya ramah terimakasih lazada
95875,mantap,barangnya udah sampe dengan aman. thank U,5,1,barang aman thank
95887,mantap,pesenan ga sampai 2hri nyampe..paking rapih pakai bublewarp dan sterofom..kurir juga ramah..khusu buat kurir maf klo muter2 nyarinya..maklum masi baru disini..tkz lasada,5,1,pesan paking rapih pakai bublewarp sterofom kurir ramah khusu kurir maaf putar nyarinya maklum tkz lasada
95895,Memuaskan,"Terimakasih lazada, pengemasan barang yg sy order sangat baik sehingga barang yg saya terima sangat baik & pengirimannyapuan sangat cepat",4,1,terimakasih lazada emas barang order barang terima pengirimannyapuan cepat
95899,Datangnya terlalu ekspress,Datangnya terlalu ekspress (kebetulan ada acara dirumah) kurirnya jd lama nunggu...prediksi pengiriman 2-4juni. btw excellent..,5,1,datang ekspress acara rumah kurir nunggu prediksi kirim juni ngomong ngomong excellent
95913,Good... Good... Good,Brang sesuai pengiriman jga express,5,1,brang sesuai kirim express
95923,tv 24in,kondsi ok pngiriman cepat mkasih,5,1,kondsi ok pngiriman cepat terimakasih
95937,puas,barang sampai sesuai waktu..sukses trs lazada,5,1,barang sesuai sukses lazada
95942,Kekurangan,Klu memindahkan cannel Remot dan sensor harus dekat klu jauh tidak bisa respon,5,1,pindah cannel remot sensor respon
96010,wow,kpn datang lagi,2,0,
96016,sudah diterima dengan baik,terima kasih barang sudah diterima dengan baik dan pengirimannya cepat,5,1,terima kasih barang terima kirim cepat
96034,mantap,"barang sudah diterima tapi belum dibuka , smoga lancar awet, thanks lazada",5,1,barang terima buka moga lancar awet terimakasih lazada
96039,5 stars seller,"ESEL seller paling top, barang yg dikirim masih tersegel pabrik dan sesuai spesifikasimya. 5 stars",5,1,esel jual top barang kirim segel pabrik sesuai spesifikasimya stars
96050,Mantap,"Pesan barang tanggal 10 Agustus 2018 sekitar jam 19.30 WIB nyampe besoknya tanggal 11 Agustus 2018 sekitar jam 10.00 WIB. Barang langsung saya nyalakan baik tv maupun speakernya dan ternyata kualitas tvnya bagus sedangkan suara speakernya seperti kualitas suara di bioskop dan tanpa cacat. Semoga awet, Amin..",5,1,pesan barang tanggal agustus jam wib besok tanggal agustus jam wib barang langsung nyala televisi speakernya kualitas tvnya bagus suara speakernya kualitas suara bioskop cacat moga awet amin
96059,tidak sesuai,bagai mana ini msa tipe nya beda... waduuuh sya psen tv pld32t7511 cinemax tv knp yg dteng yg biasa yg xcel led mohon penjelasan nya trims,1,0,msa tipe nya beda waduuuh psen televisi pldt cinemax televisi xcel led mohon jelas nya trims
96063,sangat baik,"barang sudah di terima gan, packing bagus dan rapih, sampai lebih cepat dr perkiraan, untungnya sampe malam pas udah pulang kerja,  recommended reseller..",5,1,barang terima juragan packing bagus rapih cepat kira untung malam pas pulang kerja recommended reseller
96064,Good Lah,"Pengiriman Cepat , tapi terkadang kita pesan produk item ini tapi di kirimnya Beda produk itemnya tapi yah semoga bisa di tingkatkan lagi produk pemesanannya, lbh di perjelas gan tapi offrall good lah  Tv berfungsi dgn baik ,speakernya juga berfungsi dgn baik, Tanks Lazada ,tanks Seller dan kurir nya",5,1,kirim cepat terkadang pesan produk item kirim beda produk item yah moga tingkat produk mesan jelas juragan offrall good televisi fungsi speakernya fungsi terimakasih lazada terimakasih jual kurir nya
96073,maksih banyak ya bos untuk pengiriman luar biasa cepat bgt,good job bos thanks,5,1,good job bos terimakasih
96079,sangat puas,"terbaiklah best seller,",5,1,baik best jual
96082,bagus,pengiriman cepat pesan selasa kamis sudah sampai n kondisi barang cukup bagus,4,1,kirim cepat pesan selasa kamis n kondisi barang bagus
96092,Thanks,Makasih lazada,5,1,terimakasih lazada
96093,baguss,tv nya bagus,4,1,televisi nya bagus
96094,barang oke punya,"pengiriman cepat, barang oke",4,1,kirim cepat barang oke
96103,"Memuaskan 24 jam kerja, REG seperti EXPRESS","Jum'at pesen jam 1 siang Sabtu udah jam 1 siang Jug sampe, good luck👍",5,1,jum at pesan jam siang sabtu jam siang good luck
96105,oke suaranya mantap. bersih dan jelas. serasa nonton dibioskop,polytron mantap,5,1,polytron mantap
96106,sesuai gambar,makasih gan barang udah nyampe  cepet baru kemaren pesen tadi udah nyampe semoga awet dah,3,0,terimakasih juragan barang cepat kemaren pesan moga awet
96107,thanks bos,makasih yaa bos,5,1,terimakasih yaa bos
96108,"Good, Recommended","Proses cepat,barang ok,packing mantabz.semoga awet.sukses Lazada,sukses jaya elektronik.",5,1,proses cepat barang ok packing mantabz moga awet sukses lazada sukses jaya elektronik
96109,Mantap,Pokonya semua bagus tidak kecewa belanja di lazada deh mantap,5,1,poko bagus kecewa belanja lazada deh mantap
96174,good,"barang diterima dengan baik.  delivery time sangat bagus lebih cepat dari tanggal perkiraan selasa sore pesan, kamis pagi udah sampe.  untuk penjual ok, fast respons  thanks lazada, thanks java electronik",5,1,barang terima delivery bagus cepat tanggal kira selasa sore pesan kamis pagi jual ok fast respons terimakasih lazada terimakasih java electronik
96196,ikedo luar biasa,"harga terjangkau , layar tv sangat jernih dan nyaman digunakan . suara speker sangat nyaman digunakan puas sekali membeli tv ini rekomendasi sekali untuk dibeli",5,1,harga jangkau layar televisi jernih nyaman suara speker nyaman puas beli televisi rekomendasi beli
96197,remote tidak berfungsi,barang baru saja dtg.. ternyata remote tidak berfungsi... dan tdk ada tombol sama sekali di tv nya... alhasil tv ga bs nyala sama sekali... saya harus kemana nih nukar remote nya... tolong dibantu ikedo store,2,0,barang remote fungsi tombol televisi nya alhasil televisi nyala mana nih nukar remote nya tolong bantu ikedo store
96198,Yang dikirim tv rusak,"Sgt mengecewakan,  brg cpt datang tapi gambarnya setengah,  lcd tvnya rusak,  parah ni,,  masak sya dkirimi tv rusak,,,",1,0,kecewa barang cepat gambar lcd tvnya rusak parah ni masak dkirimi televisi rusak
96199,lt 15M1U keren,"kualitas sangat bagus , layar sudah hd jernih dan nyaman digunakan , barang sesuai dengan gambar , suara speker sangat bagus rekemondasi sekali untuk dimiliki",5,1,kualitas bagus layar hd jernih nyaman barang sesuai gambar suara speker bagus rekemondasi milik
96200,Bagus,Bagus,5,1,bagus
96201,Respons cepat,"respons cepat barang ok ,sangat recomendid",5,1,respons cepat barang ok recomendid
96204,Pengiriman lama dan TV tidak di packing,Sangat beresiko pengiriman TV lewat Pos Indonesia ke Riau tidak di packing oleh toko.,1,0,resiko kirim televisi pos indonesia riau packing toko
96205,kecewa,lama confirmasinya sedang sy pakai k kredit,1,0,confirmasinya pakai k kredit
96209,rekomen banget,"produk keren dengan harga 4 jt, ini rekomen banget dan bagus banget buat yang suka main game ini bagus banget dengan prosesor dan fitur yang memadai, thanks banget Lazada",5,1,produk keren harga jt rekomen banget bagus banget suka main game bagus banget prosesor fitur pada terimakasih banget lazada
96210,Tolong kabari saya,Tolong kabari jika sudah ada stoknya,4,1,tolong kabar stok
96212,Multifungsi,"Saya mencari laptop yang ringan dan tipis, saya menemukan produk ini. dari harga dan spek yg ditawarkan, saya sangat puas. cukup ringan dan tipis, spek nya pun bagus untuk dikelasnya dan harganya ok. setelah saya coba, semua berjalan dengan sangat baik dan mesinnya tidak cepat panas. battery nya pun tahan lama, saya bisa pakai 5-6 jam.  untuk softwarenya sudah include windows 8.1. trackpad dan layar sentuhnya berfungsi dengan sangat baik. recommended buat yg cari laptop multifungsi, dengan harga yg ok dengan spek yang di ada, cukup tipis dan ringan.",5,1,cari laptop ringan tipis temu produk harga spek tawar puas ringan tipis spek nya bagus kelas harga ok coba jalan mesin cepat panas battery nya tahan pakai jam softwarenya windows trackpad layar sentuh fungsi recommended cari laptop multifungsi harga ok spek tipis ringan
